"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(-72.99444, 160.40167)",1,1.9,1.9,1.90,1999,1999,1999.00
"(-76.01488, 155.73612)",1,349.5,349.5,349.50,1992,1992,1992.00
"(-76.27509, 156.42969)",1,43.4,43.4,43.40,1990,1990,1990.00
"(27.61233, 4.5285)",1,120,120,120.00,2002,2002,2002.00
"(33.96667, -114.06667)",1,147.4,147.4,147.40,2004,2004,2004.00
"(35.65917, -115.37283)",1,34.7,34.7,34.70,1999,1999,1999.00
"(-72.773333, 75.36)",1,0.66,0.66,0.66,2003,2003,2003.00
"(-84.28687, 161.56467)",1,360.5,360.5,360.50,1986,1986,1986.00
"(-72.77472, 75.31278)",1,2.06,2.06,2.06,2003,2003,2003.00
"(28.4375, 12.97517)",1,268.08,268.08,268.08,1997,1997,1997.00
"(39.41667, -101.05)",1,2400,2400,2400.00,1940,1940,1940.00
"(-72.77299, 75.3382)",1,1.39,1.39,1.39,2006,2006,2006.00
"(-84.28408, 161.34963)",1,20.4,20.4,20.40,1988,1988,1988.00
"(-72.9775, 75.267222)",1,0.75,0.75,0.75,2006,2006,2006.00
"(-76.69417, 159.39361)",1,16.9,16.9,16.90,1981,1981,1981.00
"(-76.69167, 159.29195)",1,21.1,21.1,21.10,1981,1981,1981.00
"(-84.27023, 161.41375)",1,9,9,9.00,1986,1986,1986.00
"(-76.26709, 156.43807)",1,14.5,14.5,14.50,1990,1990,1990.00
"(27.0865, 16.17317)",1,138.6,138.6,138.60,1998,1998,1998.00
"(-76.27318, 156.52536)",1,130,130,130.00,1990,1990,1990.00
"(-84.25419, 161.40837)",1,6.6,6.6,6.60,1987,1987,1987.00
"(-84.25501, 161.40627)",1,6.1,6.1,6.10,1986,1986,1986.00
"(18.395, 54.27)",1,145,145,145.00,2001,2001,2001.00
"(28.86667, 12.65)",1,111,111,111.00,1990,1990,1990.00
"(28.81667, 12.96667)",1,44,44,44.00,1990,1990,1990.00
"(-72.77306, 75.34222)",1,29.65,29.65,29.65,2006,2006,2006.00
"(18.65917, 54.7296)",1,810,810,810.00,2000,2000,2000.00
"(19.74288, 56.65062)",1,3568.5,3568.5,3568.50,2009,2009,2009.00
"(-72.77306, 75.33556)",1,96.7,96.7,96.70,2006,2006,2006.00
"(28.95, 12.46667)",1,296,296,296.00,1990,1990,1990.00
"(18.5345, 54.64)",1,119,119,119.00,2008,2008,2008.00
"(27.16583, 16.08617)",1,1338,1338,1338.00,1997,1997,1997.00
"(27.65, 4.2)",1,219,219,219.00,1990,1990,1990.00
"(-84.24242, 161.46873)",1,4,4,4.00,1988,1988,1988.00
"(27.4387, 15.94838)",1,176.78,176.78,176.78,1999,1999,1999.00
"(-76.6825, 159.33)",1,9.5,9.5,9.50,1981,1981,1981.00
"(-84.2772, 161.38022)",1,2.3,2.3,2.30,1985,1985,1985.00
"(27.06667, -103.43333)",1,483,483,483.00,1999,1999,1999.00
"(-76.74904, 159.2888)",1,28.3,28.3,28.30,1987,1987,1987.00
"(-84.24302, 161.43479)",1,3.6,3.6,3.60,1988,1988,1988.00
"(-72.99056, 160.41083)",1,0.52,0.52,0.52,1993,1993,1993.00
"(19.23, 54.88)",1,1959,1959,1959.00,2002,2002,2002.00
"(-76.26849, 156.4553)",1,11.8,11.8,11.80,1990,1990,1990.00
"(53.33333, 70.06667)",1,12600,12600,12600.00,1910,1910,1910.00
"(31.66, -96.97167)",1,6200,6200,6200.00,1943,1943,1943.00
"(-84.25087, 161.41703)",1,21.1,21.1,21.10,1988,1988,1988.00
"(-72.99667, 75.20833)",1,7.73,7.73,7.73,2003,2003,2003.00
"(-76.29089, 156.46661)",1,51,51,51.00,1990,1990,1990.00
"(18.07583, 54.06717)",1,34,34,34.00,1999,1999,1999.00
"(18.12667, 54.115)",1,1453,1453,1453.00,2001,2001,2001.00
"(-84.25789, 161.38251)",1,19.4,19.4,19.40,1986,1986,1986.00
"(18.404, 54.2415)",1,666,666,666.00,2000,2000,2000.00
"(19.74242, 55.7009)",1,378.74,378.74,378.74,2005,2005,2005.00
"(-76.70552, 158.77485)",1,120,120,120.00,2006,2006,2006.00
"(19.61977, 54.14807)",1,769.3,769.3,769.30,2011,2011,2011.00
"(27.1915, 16.1345)",1,404,404,404.00,1995,1995,1995.00
"(-76.69806, 159.3875)",1,726.8,726.8,726.80,1981,1981,1981.00
"(-84.35703, 161.36291)",1,0.3,0.3,0.30,1987,1987,1987.00
"(-72.995, 160.4)",1,10.7,10.7,10.70,1999,1999,1999.00
"(19.19335, 54.66395)",1,53.39,53.39,53.39,2001,2001,2001.00
"(-27.5, 122.36667)",1,118300,118300,118300.00,1948,1948,1948.00
"(-76.28713, 156.48596)",1,52.4,52.4,52.40,1990,1990,1990.00
"(-84.27337, 161.70274)",1,27.4,27.4,27.40,1987,1987,1987.00
"(-72.777222, 75.338056)",1,1.17,1.17,1.17,2003,2003,2003.00
"(19.04797, 54.48912)",1,22.29,22.29,22.29,2001,2001,2001.00
"(-76.85437, 156.22563)",1,31.1,31.1,31.10,1985,1985,1985.00
"(-76.68306, 159.34611)",1,16,16,16.00,1981,1981,1981.00
"(-84.25521, 161.42141)",1,6,6,6.00,1986,1986,1986.00
"(31.89831, 10.19528)",1,21,21,21.00,2008,2008,2008.00
"(27.2335, -9.75767)",1,1455,1455,1455.00,1998,1998,1998.00
"(-76.26919, 156.42366)",1,59.8,59.8,59.80,1990,1990,1990.00
"(-31.3, 138.38333)",1,202.9,202.9,202.90,1974,1974,1974.00
"(-84.24982, 161.3773)",1,29.8,29.8,29.80,1988,1988,1988.00
"(35.56667, -100.66667)",1,3600,3600,3600.00,1937,1937,1937.00
"(-76.0184, 155.87737)",1,0.4,0.4,0.40,1992,1992,1992.00
"(50.375, 21.73333)",1,2500,2500,2500.00,1929,1929,1929.00
"(-72.95194, 160.50056)",1,3.2,3.2,3.20,2001,2001,2001.00
"(-72.77806, 75.33472)",1,56.25,56.25,56.25,2003,2003,2003.00
"(18.81953, 54.6138)",1,170,170,170.00,2000,2000,2000.00
"(34.46667, -103.92167)",1,2386,2386,2386.00,1978,1978,1978.00
"(41.0, -97.53333)",1,16380,16380,16380.00,1970,1970,1970.00
"(-84.27372, 161.69053)",1,13.5,13.5,13.50,1986,1986,1986.00
"(-72.777778, 75.332222)",1,28.12,28.12,28.12,2006,2006,2006.00
"(-72.78806, 75.305)",1,1.33,1.33,1.33,2003,2003,2003.00
"(-28.03333, 138.13333)",1,3600,3600,3600.00,1970,1970,1970.00
"(29.08933, 12.427)",1,152,152,152.00,2001,2001,2001.00
"(-72.98944, 160.40444)",1,1.8,1.8,1.80,2001,2001,2001.00
"(18.81485, 54.4282)",1,958,958,958.00,2001,2001,2001.00
"(19.1958, 54.8619)",1,251,251,251.00,2001,2001,2001.00
"(-76.26769, 156.44136)",1,36.6,36.6,36.60,1990,1990,1990.00
"(18.75783, 54.4365)",1,85.6,85.6,85.60,2001,2001,2001.00
"(-72.98972, 75.21833)",1,26.3,26.3,26.30,2003,2003,2003.00
"(34.10139, -102.65)",1,28800,28800,28800.00,1986,1986,1986.00
"(-76.27923, 156.48156)",1,12.8,12.8,12.80,1990,1990,1990.00
"(26.89367, 16.62617)",1,202,202,202.00,1999,1999,1999.00
"(-72.9775, 75.260833)",1,1.6,1.6,1.60,2006,2006,2006.00
"(27.5, 3.48333)",1,208,208,208.00,1990,1990,1990.00
"(-84.36776, 161.25817)",1,212.1,212.1,212.10,1987,1987,1987.00
"(-76.27121, 156.43555)",1,32.2,32.2,32.20,1990,1990,1990.00
"(27.0295, 16.37217)",1,107,107,107.00,1999,1999,1999.00
"(-76.82221, 158.21305)",1,3.1,3.1,3.10,1983,1983,1983.00
"(27.05233, 16.42633)",1,458,458,458.00,1995,1995,1995.00
"(-76.90442, 156.69078)",1,36.4,36.4,36.40,1985,1985,1985.00
"(-72.95417, 160.46222)",1,31.2,31.2,31.20,2001,2001,2001.00
"(-84.23719, 161.45159)",1,25.2,25.2,25.20,1988,1988,1988.00
"(-72.775, 75.315556)",1,1.01,1.01,1.01,2003,2003,2003.00
"(27.48017, 16.27133)",1,481,481,481.00,1998,1998,1998.00
"(-30.18333, 23.26667)",1,28000,28000,28000.00,1932,1932,1932.00
"(-72.95277, 160.47958)",1,2.3,2.3,2.30,2009,2009,2009.00
"(-76.88268, 156.49194)",1,811.8,811.8,811.80,1985,1985,1985.00
"(-76.82133, 158.17741)",1,4.8,4.8,4.80,1983,1983,1983.00
"(-76.28193, 156.44769)",1,80.7,80.7,80.70,1990,1990,1990.00
"(18.76433, 54.387)",1,556,556,556.00,2005,2005,2005.00
"(-84.29118, 161.33328)",1,9.4,9.4,9.40,1986,1986,1986.00
"(18.7128, 54.37842)",1,328,328,328.00,2001,2001,2001.00
"(23.45, -1.86667)",1,1389,1389,1389.00,1989,1989,1989.00
"(19.30085, 54.83333)",1,1768,1768,1768.00,2010,2010,2010.00
"(27.21917, 16.22633)",1,885,885,885.00,2001,2001,2001.00
"(19.155, 54.78667)",1,3215,3215,3215.00,2001,2001,2001.00
"(35.05475, -116.75432)",1,36.35,36.35,36.35,2002,2002,2002.00
"(39.1, -94.63333)",1,36000,36000,36000.00,1903,1903,1903.00
"(-84.27362, 161.69377)",1,25.3,25.3,25.30,1986,1986,1986.00
"(26.9415, 16.42117)",1,216,216,216.00,1998,1998,1998.00
"(-30.57, 129.31467)",1,367,367,367.00,1991,1991,1991.00
"(63.73333, 14.85)",1,400,400,400.00,1932,1932,1932.00
"(-84.25724, 161.36078)",1,46.9,46.9,46.90,1986,1986,1986.00
"(18.69238, 54.19085)",1,108,108,108.00,2001,2001,2001.00
"(48.45, -72.06667)",1,6600,6600,6600.00,1904,1904,1904.00
"(-77.01668, 156.92231)",1,6.3,6.3,6.30,1990,1990,1990.00
"(-72.776389, 75.347778)",1,0.99,0.99,0.99,2003,2003,2003.00
"(-76.27825, 156.47509)",1,35.1,35.1,35.10,1990,1990,1990.00
"(-84.25267, 161.38954)",1,3.5,3.5,3.50,1988,1988,1988.00
"(-72.77472, 75.31389)",1,0.9,0.9,0.90,2003,2003,2003.00
"(-76.75646, 158.91429)",1,8.4,8.4,8.40,1984,1984,1984.00
"(58.38333, 13.8)",1,NULL,NULL,NULL,2000,2000,2000.00
"(-72.778889, 75.330556)",1,9.48,9.48,9.48,2006,2006,2006.00
"(-76.0467, 156.02325)",1,17.7,17.7,17.70,1992,1992,1992.00
"(-76.71074, 158.74629)",1,9.9,9.9,9.90,1984,1984,1984.00
"(-72.94944, 160.51222)",1,3.8,3.8,3.80,1997,1997,1997.00
"(-84.25638, 161.4076)",1,7.7,7.7,7.70,1986,1986,1986.00
"(61.26667, 6.85)",1,1513,1513,1513.00,1978,1978,1978.00
"(-76.28377, 156.46178)",1,23.8,23.8,23.80,1990,1990,1990.00
"(27.0055, 16.47283)",1,230,230,230.00,2000,2000,2000.00
"(-76.28739, 156.43946)",1,6.1,6.1,6.10,1990,1990,1990.00
"(19.27943, 55.76672)",1,1059.7,1059.7,1059.70,2003,2003,2003.00
"(-76.31167, 157.18445)",1,2.4,2.4,2.40,1983,1983,1983.00
"(29.09517, 12.5655)",1,3030,3030,3030.00,1999,1999,1999.00
"(-76.69863, 159.39845)",1,7.5,7.5,7.50,1984,1984,1984.00
"(21.229, 10.75633)",1,710.3,710.3,710.30,1997,1997,1997.00
"(-84.27445, 161.40848)",1,25.2,25.2,25.20,1988,1988,1988.00
"(29.14517, 12.0425)",1,66.6,66.6,66.60,1997,1997,1997.00
"(-30.78167, 127.94417)",1,7.67,7.67,7.67,1992,1992,1992.00
"(-72.95725, 160.49851)",1,7.4,7.4,7.40,1991,1991,1991.00
"(-84.27251, 161.71862)",1,9.4,9.4,9.40,1987,1987,1987.00
"(-84.28049, 161.39122)",1,60.2,60.2,60.20,1985,1985,1985.00
"(-76.72683, 158.71811)",1,27.4,27.4,27.40,1988,1988,1988.00
"(-72.9525, 160.44778)",1,1.05,1.05,1.05,1993,1993,1993.00
"(19.21305, 54.61098)",1,852,852,852.00,2001,2001,2001.00
"(19.75175, 56.57985)",1,528.4,528.4,528.40,2006,2006,2006.00
"(26.82583, 27.14233)",1,146.04,146.04,146.04,2007,2007,2007.00
"(-72.99444, 75.20556)",1,2.53,2.53,2.53,2003,2003,2003.00
"(-72.95258, 160.46725)",1,9.75,9.75,9.75,2003,2003,2003.00
"(-76.28181, 156.45704)",1,13.2,13.2,13.20,1987,1987,1987.00
"(27.25383, 16.30233)",1,87,87,87.00,1997,1997,1997.00
"(32.91745, -114.767183)",1,2860,2860,2860.00,2000,2000,2000.00
"(-84.25625, 161.43107)",1,1.6,1.6,1.60,1986,1986,1986.00
"(-76.2918, 156.38742)",1,7.9,7.9,7.90,1990,1990,1990.00
"(27.58278, 4.0)",1,121,121,121.00,1992,1992,1992.00
"(27.23633, 16.35383)",1,135,135,135.00,1998,1998,1998.00
"(28.58767, 13.25417)",1,265,265,265.00,1996,1996,1996.00
"(-72.994444, 75.263611)",1,2.88,2.88,2.88,2006,2006,2006.00
"(-72.95175, 160.45458)",1,1.84,1.84,1.84,2003,2003,2003.00
"(28.94967, 13.08317)",1,264.8,264.8,264.80,1998,1998,1998.00
"(29.087, 12.07783)",1,123,123,123.00,1997,1997,1997.00
"(-76.2884, 156.47501)",1,28.6,28.6,28.60,1990,1990,1990.00
"(-76.74378, 158.8388)",1,60.4,60.4,60.40,1984,1984,1984.00
"(-84.25469, 161.4102)",1,8,8,8.00,1987,1987,1987.00
"(18.21947, 54.30514)",1,140,140,140.00,2005,2005,2005.00
"(-76.27872, 156.41298)",1,24.8,24.8,24.80,1990,1990,1990.00
"(-84.25578, 161.38401)",1,18.2,18.2,18.20,1986,1986,1986.00
"(27.03333, 16.13333)",1,706,706,706.00,1999,1999,1999.00
"(-72.773611, 75.322222)",1,0.99,0.99,0.99,2003,2003,2003.00
"(-72.98917, 160.40556)",1,9.1,9.1,9.10,1997,1997,1997.00
"(-72.95431, 160.50145)",1,5.4,5.4,5.40,1990,1990,1990.00
"(-76.05727, 156.31412)",1,85.6,85.6,85.60,1992,1992,1992.00
"(28.47017, 12.972)",1,26500,26500,26500.00,2000,2000,2000.00
"(33.03333, -112.61667)",1,3700,3700,3700.00,2000,2000,2000.00
"(27.63139, 4.10722)",1,69,69,69.00,1991,1991,1991.00
"(-72.7775, 75.3344)",1,0.48,0.48,0.48,2003,2003,2003.00
"(-76.68556, 159.35778)",1,8.4,8.4,8.40,1981,1981,1981.00
"(-84.2706, 161.43441)",1,10.8,10.8,10.80,1985,1985,1985.00
"(-84.23498, 161.55462)",1,33.9,33.9,33.90,1986,1986,1986.00
"(-76.72333, 159.275)",1,2.6,2.6,2.60,1981,1981,1981.00
"(-76.69152, 159.31626)",1,29.9,29.9,29.90,1988,1988,1988.00
"(-76.68583, 159.34305)",1,1.5,1.5,1.50,1981,1981,1981.00
"(-76.28163, 156.4638)",1,8.6,8.6,8.60,1990,1990,1990.00
"(19.08833, 54.79267)",1,5300,5300,5300.00,2000,2000,2000.00
"(-76.28238, 156.49532)",1,59.9,59.9,59.90,1990,1990,1990.00
"(-72.97806, 75.26056)",1,16.4,16.4,16.40,2003,2003,2003.00
"(-72.98806, 160.39917)",1,1.5,1.5,1.50,2001,2001,2001.00
"(-84.27357, 161.69601)",1,113.7,113.7,113.70,1987,1987,1987.00
"(-14.53321, -75.77511)",1,3740,3740,3740.00,2002,2002,2002.00
"(-30.134, 126.8915)",1,215,215,215.00,1993,1993,1993.00
"(-76.05451, 156.01421)",1,89.6,89.6,89.60,1992,1992,1992.00
"(-76.28732, 156.44992)",1,2.1,2.1,2.10,1990,1990,1990.00
"(19.33766, 54.53293)",1,3782,3782,3782.00,2009,2009,2009.00
"(18.24862, 54.00363)",1,11.7,11.7,11.70,2007,2007,2007.00
"(19.82982, 56.4428)",1,56,56,56.00,2011,2011,2011.00
"(-72.7792, 75.2983)",1,0.56,0.56,0.56,2003,2003,2003.00
"(27.49583, 16.25833)",1,955,955,955.00,2005,2005,2005.00
"(-72.774444, 75.320833)",1,1.55,1.55,1.55,2003,2003,2003.00
"(-72.97889, 75.26111)",1,7.6,7.6,7.60,2003,2003,2003.00
"(-76.26535, 156.49442)",1,1.2,1.2,1.20,1990,1990,1990.00
"(-76.28038, 156.45236)",1,39,39,39.00,1987,1987,1987.00
"(27.1045, 16.00983)",1,123,123,123.00,1995,1995,1995.00
"(-76.27052, 156.46121)",1,169.8,169.8,169.80,1987,1987,1987.00
"(27.45, 16.25)",1,380,380,380.00,1999,1999,1999.00
"(-72.9625, 160.56417)",1,28.1,28.1,28.10,1999,1999,1999.00
"(-76.68417, 159.34139)",1,2,2,2.00,1981,1981,1981.00
"(-72.77333, 75.33083)",1,0.48,0.48,0.48,2003,2003,2003.00
"(-84.2533, 161.38804)",1,6.1,6.1,6.10,1987,1987,1987.00
"(34.7, -81.2)",1,16500,16500,16500.00,1849,1849,1849.00
"(22.79853, 55.31673)",1,690.5,690.5,690.50,2009,2009,2009.00
"(-84.36207, 161.37196)",1,34.1,34.1,34.10,1987,1987,1987.00
"(-72.78028, 75.28167)",1,0.8,0.8,0.80,2003,2003,2003.00
"(29.685, 4.03194)",1,88,88,88.00,1991,1991,1991.00
"(19.01677, 54.36637)",1,124,124,124.00,2004,2004,2004.00
"(28.579, 13.33033)",1,1750,1750,1750.00,1995,1995,1995.00
"(-30.757, 127.95167)",1,59.7,59.7,59.70,1992,1992,1992.00
"(-72.99417, 75.20444)",1,2.59,2.59,2.59,2003,2003,2003.00
"(35.76667, -91.5)",1,42600,42600,42600.00,1884,1884,1884.00
"(-72.95563, 160.46457)",1,20.6,20.6,20.60,1990,1990,1990.00
"(26.99233, 16.4375)",1,18800,18800,18800.00,1999,1999,1999.00
"(27.09767, 16.0255)",1,31,31,31.00,1995,1995,1995.00
"(38.26667, -95.25)",1,4788,4788,4788.00,1938,1938,1938.00
"(-72.95252, 160.48928)",1,8.2,8.2,8.20,2009,2009,2009.00
"(-76.2733, 156.48695)",1,0.2,0.2,0.20,1990,1990,1990.00
"(18.80833, 54.47217)",1,43.3,43.3,43.30,2000,2000,2000.00
"(27.46667, 3.86667)",1,315,315,315.00,1990,1990,1990.00
"(35.05193, -117.26138)",1,12.5,12.5,12.50,2000,2000,2000.00
"(27.13433, 16.11017)",1,179,179,179.00,1999,1999,1999.00
"(-84.2393, 161.45625)",1,6.6,6.6,6.60,1988,1988,1988.00
"(-84.25618, 161.37273)",1,8.9,8.9,8.90,1986,1986,1986.00
"(-76.69139, 159.3825)",1,77.8,77.8,77.80,1983,1983,1983.00
"(40.51667, -101.03333)",1,4500,4500,4500.00,1941,1941,1941.00
"(-72.973889, 75.275)",1,72.26,72.26,72.26,2006,2006,2006.00
"(31.93833, 10.28403)",1,331,331,331.00,2008,2008,2008.00
"(-76.2757, 156.42476)",1,45.1,45.1,45.10,1990,1990,1990.00
"(-76.26633, 156.41006)",1,10.9,10.9,10.90,1990,1990,1990.00
"(-72.773333, 75.348333)",1,0.82,0.82,0.82,2006,2006,2006.00
"(-76.68111, 159.34417)",1,6.7,6.7,6.70,1981,1981,1981.00
"(-30.81667, 128.21667)",1,97.7,97.7,97.70,1967,1967,1967.00
"(40.23333, -100.83333)",1,5900,5900,5900.00,1913,1913,1913.00
"(41.81667, -103.36667)",1,75000,75000,75000.00,1982,1982,1982.00
"(-76.7065, 158.7323)",1,3,3,3.00,1984,1984,1984.00
"(-72.79139, 75.28083)",1,1.57,1.57,1.57,2006,2006,2006.00
"(34.58333, -102.16667)",1,200000,200000,200000.00,1942,1942,1942.00
"(39.6, -105.3)",1,227000,227000,227000.00,1866,1866,1866.00
"(19.50543, 56.54333)",1,868,868,868.00,2010,2010,2010.00
"(27.2, 16.08333)",1,200,200,200.00,2000,2000,2000.00
"(19.98147, 56.41744)",1,325,325,325.00,2008,2008,2008.00
"(27.44317, 16.1855)",1,772,772,772.00,1997,1997,1997.00
"(-30.18417, 126.7)",1,0.99,0.99,0.99,1994,1994,1994.00
"(-76.29111, 157.22278)",1,716.4,716.4,716.40,1979,1979,1979.00
"(27.5005, 3.88233)",1,252,252,252.00,2001,2001,2001.00
"(-76.69016, 159.38525)",1,13.2,13.2,13.20,1988,1988,1988.00
"(-76.28226, 156.44583)",1,17.2,17.2,17.20,1987,1987,1987.00
"(-72.95222, 160.45528)",1,11.1,11.1,11.10,2001,2001,2001.00
"(-76.27784, 156.48975)",1,23.1,23.1,23.10,1990,1990,1990.00
"(-84.2495, 161.49332)",1,14.9,14.9,14.90,1988,1988,1988.00
"(-76.2876, 156.4681)",1,19,19,19.00,1990,1990,1990.00
"(-76.2885, 156.4519)",1,31.4,31.4,31.40,1990,1990,1990.00
"(-84.25033, 161.38099)",1,14.5,14.5,14.50,1988,1988,1988.00
"(27.10483, 16.1195)",1,166,166,166.00,1997,1997,1997.00
"(27.15233, 16.33733)",1,41,41,41.00,1998,1998,1998.00
"(-76.90272, 156.85108)",1,49.2,49.2,49.20,1984,1984,1984.00
"(27.69983, 15.72694)",1,759,759,759.00,1996,1996,1996.00
"(-76.2681, 156.47082)",1,221.4,221.4,221.40,1987,1987,1987.00
"(-76.89846, 158.58451)",1,262.4,262.4,262.40,1984,1984,1984.00
"(-76.06201, 156.01401)",1,63.9,63.9,63.90,1992,1992,1992.00
"(19.25712, 54.8987)",1,54.8,54.8,54.80,2009,2009,2009.00
"(-76.28354, 156.43424)",1,15.3,15.3,15.30,1990,1990,1990.00
"(-72.95472, 160.44167)",1,0.96,0.96,0.96,1990,1990,1990.00
"(-72.77917, 75.31944)",1,79.7,79.7,79.70,2006,2006,2006.00
"(-84.24652, 161.44252)",1,4.3,4.3,4.30,1988,1988,1988.00
"(27.23233, 16.196)",1,36,36,36.00,1999,1999,1999.00
"(19.92282, 56.35117)",1,160.32,160.32,160.32,2007,2007,2007.00
"(28.95967, 12.87117)",1,870,870,870.00,1997,1997,1997.00
"(-72.97667, 75.26583)",1,5.2,5.2,5.20,2003,2003,2003.00
"(-76.67948, 159.34227)",1,1.3,1.3,1.30,1985,1985,1985.00
"(-29.38333, 23.1)",1,20930,20930,20930.00,1960,1960,1960.00
"(36.71667, -102.5)",1,142000,142000,142000.00,1939,1939,1939.00
"(-76.26861, 157.18528)",1,21.7,21.7,21.70,1983,1983,1983.00
"(-72.775, 75.31722)",1,8.05,8.05,8.05,2003,2003,2003.00
"(-76.04097, 156.30162)",1,0.8,0.8,0.80,1992,1992,1992.00
"(26.95867, 16.4555)",1,2022,2022,2022.00,2000,2000,2000.00
"(19.9875, 56.41672)",1,19.41,19.41,19.41,2002,2002,2002.00
"(-76.27376, 156.4391)",1,104.9,104.9,104.90,1990,1990,1990.00
"(-72.777222, 75.337778)",1,0.76,0.76,0.76,2006,2006,2006.00
"(19.53323, 55.17502)",1,1.6,1.6,1.60,2008,2008,2008.00
"(19.255, 54.8)",1,12,12,12.00,2002,2002,2002.00
"(-84.25471, 161.40156)",1,3,3,3.00,1986,1986,1986.00
"(-84.27583, 161.41269)",1,12.1,12.1,12.10,1985,1985,1985.00
"(18.733472, 54.515083)",1,445.6,445.6,445.60,2005,2005,2005.00
"(-84.2748, 161.37622)",1,55.3,55.3,55.30,1985,1985,1985.00
"(28.8545, 12.20417)",1,435.8,435.8,435.80,1997,1997,1997.00
"(27.21667, 16.13333)",1,106,106,106.00,2000,2000,2000.00
"(-72.93639, 75.31417)",1,54.14,54.14,54.14,2003,2003,2003.00
"(-73.114167, 75.165278)",1,0.69,0.69,0.69,2006,2006,2006.00
"(-76.68889, 159.35889)",1,2.5,2.5,2.50,1981,1981,1981.00
"(-84.24587, 161.39983)",1,10.4,10.4,10.40,1988,1988,1988.00
"(-84.27604, 161.34151)",1,219.1,219.1,219.10,1988,1988,1988.00
"(-76.32861, 157.22417)",1,54.3,54.3,54.30,1983,1983,1983.00
"(27.6, 4.25)",1,105,105,105.00,1989,1989,1989.00
"(-76.29417, 157.3225)",1,165.3,165.3,165.30,1982,1982,1982.00
"(28.65467, 13.45867)",1,259,259,259.00,1996,1996,1996.00
"(27.814, 15.9115)",1,1861,1861,1861.00,1998,1998,1998.00
"(18.80522, 54.35308)",1,10.6,10.6,10.60,2009,2009,2009.00
"(42.83333, 127.5)",1,NULL,NULL,NULL,1880,1880,1880.00
"(-76.27739, 156.42867)",1,15.7,15.7,15.70,1990,1990,1990.00
"(-84.28193, 161.33924)",1,34.1,34.1,34.10,1988,1988,1988.00
"(-76.28281, 156.50549)",1,26.1,26.1,26.10,1990,1990,1990.00
"(-76.27041, 156.42784)",1,57,57,57.00,1990,1990,1990.00
"(-76.27105, 156.41603)",1,65.9,65.9,65.90,1990,1990,1990.00
"(27.8195, 15.8945)",1,129,129,129.00,1997,1997,1997.00
"(-76.75568, 158.76154)",1,318.5,318.5,318.50,1984,1984,1984.00
"(-76.27396, 156.51076)",1,16.8,16.8,16.80,1987,1987,1987.00
"(28.61667, 12.94533)",1,643,643,643.00,1994,1994,1994.00
"(19.29157, 55.78428)",1,220.8,220.8,220.80,2003,2003,2003.00
"(19.77558, 56.35355)",1,106.089,106.089,106.09,2007,2007,2007.00
"(28.63033, 13.3335)",1,406,406,406.00,1995,1995,1995.00
"(-76.27944, 156.41678)",1,30,30,30.00,1990,1990,1990.00
"(18.2496, 53.99437)",1,22.3,22.3,22.30,2001,2001,2001.00
"(39.5, -112.9)",1,529000,529000,529000.00,1944,1944,1944.00
"(-76.28187, 156.46086)",1,6.8,6.8,6.80,1990,1990,1990.00
"(27.06517, 16.13983)",1,204,204,204.00,2000,2000,2000.00
"(-76.28006, 156.47038)",1,77.4,77.4,77.40,1990,1990,1990.00
"(28.59367, 13.4645)",1,150,150,150.00,1995,1995,1995.00
"(-76.67972, 159.33639)",1,158,158,158.00,1981,1981,1981.00
"(-76.32472, 157.1875)",1,93.4,93.4,93.40,1983,1983,1983.00
"(-76.28655, 156.48757)",1,51.5,51.5,51.50,1990,1990,1990.00
"(-76.31806, 157.26056)",1,203.3,203.3,203.30,1983,1983,1983.00
"(19.06243, 55.55642)",1,317.1,317.1,317.10,2011,2011,2011.00
"(-84.29647, 161.31977)",1,67.1,67.1,67.10,1986,1986,1986.00
"(-84.25478, 161.39753)",1,21.8,21.8,21.80,1986,1986,1986.00
"(-76.27163, 156.44231)",1,49.7,49.7,49.70,1990,1990,1990.00
"(-76.70619, 159.3658)",1,12.8,12.8,12.80,1986,1986,1986.00
"(27.04683, 16.40883)",1,25.2,25.2,25.20,2000,2000,2000.00
"(-76.99289, 156.95507)",1,676.4,676.4,676.40,1984,1984,1984.00
"(-72.97806, 75.26028)",1,4.78,4.78,4.78,2003,2003,2003.00
"(35.31232, -117.45315)",1,35,35,35.00,2000,2000,2000.00
"(-76.27901, 156.49837)",1,21,21,21.00,1990,1990,1990.00
"(-76.69278, 159.39167)",1,12.2,12.2,12.20,1981,1981,1981.00
"(19.673267, 55.742217)",1,411,411,411.00,2004,2004,2004.00
"(-72.773056, 75.343056)",1,4.15,4.15,4.15,2003,2003,2003.00
"(27.13333, 16.2)",1,123,123,123.00,2000,2000,2000.00
"(64.45, 27.56667)",1,164,164,164.00,1968,1968,1968.00
"(27.2735, 16.33833)",1,60,60,60.00,1998,1998,1998.00
"(-84.27667, 161.41094)",1,18.8,18.8,18.80,1985,1985,1985.00
"(-72.98889, 160.40722)",1,0.6,0.6,0.60,1997,1997,1997.00
"(-72.98972, 160.41139)",1,1.31,1.31,1.31,1991,1991,1991.00
"(-76.03396, 156.14349)",1,0.5,0.5,0.50,1992,1992,1992.00
"(-84.25403, 161.39633)",1,15.9,15.9,15.90,1987,1987,1987.00
"(-72.77278, 75.32944)",1,11.83,11.83,11.83,2006,2006,2006.00
